,file_id,mixture,sgmsvs,melroformer_bigvgan,melroformer_small,melroformer_large,htdemucs
0,fileid_0,0.7183199452210258,0.1673565765934939,0.1721454806338641,0.1547851942296494,0.1742153282066809,0.1776329563769729
1,fileid_1,0.8588537421421205,0.1104280159359075,0.150269117156612,0.1888807626815697,0.1095241923485897,0.187201932790202
2,fileid_10,0.722688716179958,0.0253732970578781,0.0520221128368884,0.0368687398819904,0.0465528768566088,0.1255804766991009
3,fileid_11,0.8677431670372803,0.6025097664811314,0.4214396671456679,0.4276750577174272,0.7044882052595995,0.5438974769172606
4,fileid_12,1.0216477871092728,0.1317310043941374,0.1880751593610686,0.1858649109795582,0.123142706496464,0.4204809183348161
5,fileid_13,0.7899065709311047,0.1295618522355857,0.1219567160311585,0.1412235346439697,0.0787291983327281,0.3124361516820406
6,fileid_14,0.9136919772633576,0.2864694675171441,0.1979580237910845,0.2009909179952823,0.1841148445897885,0.5417156183647491
7,fileid_15,1.1346021951129155,0.1496599963176447,0.3307557026785728,0.3535191735138078,0.1886639036117555,0.4815349228380268
8,fileid_16,1.0865227667140769,0.1397087190402416,0.1962866884123946,0.2556443408981265,0.1984792159552607,0.3362772224557502
9,fileid_17,0.9651940392213154,0.1183983245069688,0.1516061722561172,0.1317662210403909,0.1109629567056005,0.2532041711419924
10,fileid_18,0.9201114955704384,0.1950988190909401,0.1615699596522144,0.1226813183496073,0.1036665510193597,0.2158987884102346
11,fileid_19,0.8750454595773641,0.1235297676507645,0.1093134183059026,0.1456953507952319,0.0585880770745119,0.2211381451738889
12,fileid_2,1.1287540982883286,0.0846252723678853,0.1080814782312304,0.1465267515551752,0.1070304107605343,0.1655474177585866
13,fileid_20,1.1624638242774,0.2278652648910873,0.3823230680597158,0.2895915409138421,0.1490016403479729,0.2992160372522824
14,fileid_21,0.8695627158614686,0.2119841239515599,0.1940000445794738,0.2580785780205731,0.1383592581851648,0.1799708548425971
15,fileid_22,0.8834746848467694,0.1020446328434409,0.1535258014510027,0.2336723531907233,0.1252211501660026,0.4410792874155684
16,fileid_23,0.8673289815879581,0.1409041073532588,0.1851205153743085,0.250979931236362,0.2720092654056348,0.3043014127326493
17,fileid_24,1.5408866925636149,0.2185276165197056,0.2676607494349021,0.2751994508036033,0.2188821162969246,0.3238761167070839
18,fileid_25,1.1609989127309897,0.2634691959527725,0.4303822969013915,0.2985019668694306,0.3447268010131101,0.3369727246560602
19,fileid_26,0.6211444162802675,0.0452058040504036,0.0560833527736617,0.0879340215714103,0.0834233243906178,0.0813145927252319
20,fileid_27,1.1295323138566329,1.17278245231472,0.7241856887430748,0.557082284530941,0.6633400896689317,1.1701904640391292
21,fileid_28,0.952984166340469,0.3792299957416877,0.5564021561591228,0.5190858351560456,0.3485032630028967,0.6026267914647249
22,fileid_29,1.083528763289615,0.4734162178761269,0.2605759353291518,0.3845633643936161,0.4344898729976542,0.2661200122876881
23,fileid_3,0.7923483986232759,0.1245556939659715,0.0782626356902342,0.0931959039635084,0.0590033077316912,0.2518982426977779
24,fileid_30,0.9270763540817774,0.1053979393205048,0.1789066011362848,0.2354702707124247,0.161001131030151,0.2417791300529754
25,fileid_31,0.6398981014140994,0.1578542969371057,0.1176014066320642,0.1514028487056677,0.1340927824147698,0.2768669683095187
26,fileid_32,0.7031646242670594,0.1203865269439711,0.0844342222472984,0.1559828720517905,0.1452536244581845,0.1812889201209458
27,fileid_33,0.8902260432795321,0.1539562989065149,0.0936012638168002,0.1698587682218586,0.1697932351627074,0.1662873310037578
28,fileid_34,0.9605724466923348,0.0956102419483807,0.0681169789727225,0.1202572426481021,0.065565408286067,0.2069132414076625
29,fileid_35,0.6915775003509834,0.1504443432837083,0.1333511245726425,0.1719422185762457,0.1061209839024642,0.2496730767001554
30,fileid_36,1.234407548558763,1.1982805098701197,0.5883638942175169,0.6198449595124844,0.4120277197058217,0.6697903074362093
31,fileid_37,0.9766909802860436,0.282522670007416,0.2194611122236658,0.2636267530735184,0.168542988763119,0.4223724433600712
32,fileid_38,1.3446723553907534,0.2562398581531172,0.4331261866869873,0.4460201770746925,0.5307790992070904,0.722016549101042
33,fileid_39,0.9151685475548084,0.1212104478282364,0.0959569000179917,0.172876990868426,0.0938782182182545,0.2418109357442898
34,fileid_4,0.9114037601250968,0.1333525661835269,0.1753898200460029,0.2255452570233163,0.124837374831109,0.2846837260882016
35,fileid_40,0.8641643505411403,0.1872192341480452,0.2300026846413995,0.1867621831297312,0.1272839419426584,0.1830373479362116
36,fileid_41,0.7911475533177335,0.2297841827104049,0.2722188851615574,0.4179504049604595,0.3054418313496576,0.3976628600403612
37,fileid_42,0.7678397970393043,0.0848207004797483,0.0664877446155289,0.1102584500930052,0.1157390574230319,0.1050226047648734
38,fileid_43,1.0845744266676507,0.1965575680681953,0.1353944531083215,0.2402449094294018,0.1430140685703789,0.2994629208894972
39,fileid_44,0.448025248605847,0.2326282542501043,0.0954556908946964,0.1705290906797959,0.154844889773653,0.2335054118611605
40,fileid_45,1.1070331225562045,0.4830432573485301,0.3944024310676403,0.4796148305414516,0.4305434528574512,0.9324718606273824
41,fileid_46,0.955914467620706,0.2460293647408631,0.2615336907195059,0.2673855398556712,0.4050992697058197,0.2677981966833298
42,fileid_47,0.8401432011762672,0.1590616381799219,0.2113504483249527,0.1824074630899739,0.0881678476705817,0.1852551404025838
43,fileid_48,1.023953710452828,0.1435356011236465,0.4215673333402973,0.372403336336423,0.1915830812720964,0.5168463095273135
44,fileid_49,1.1069280277780131,0.1310096270638104,0.1041581363913142,0.1888342527036155,0.1516497601023967,0.2923536823199767
45,fileid_5,0.9340359852830524,0.1116369382312997,0.1467475303818839,0.131856109812426,0.1162548448213559,0.1840773444210608
46,fileid_6,1.1700796971216438,0.3498003764081814,0.3188857650321843,0.4269978925472222,0.2153864077914814,0.3951003168746778
47,fileid_7,1.0375488301265674,0.1508769451420019,0.1998454298046626,0.1771486272922904,0.1665585115768191,0.212122007034387
48,fileid_8,1.2425265351810253,0.3682429361435023,0.3689776699106594,0.353487464749964,0.3053748552390989,0.5505310273998896
49,fileid_9,1.0588005992398404,0.5006409968317158,0.3869292600523625,0.5074533560155143,0.3235453422145815,0.5056643754034467
