,file_id,noisy,sgmsvs,melroformer_bigvgan,melroformer_small,melroformer_large,htdemucs
0,fileid_0,81.07631646334788,83.33118740455217,10.799726540175643,55.598252798984326,49.11266345648894,65.59708544007175
1,fileid_1,59.428611358239905,58.391086313667,29.778580997921644,63.96052818137012,72.98188594056704,62.296136331916564
2,fileid_10,55.76684371554437,95.7215084262233,40.49318726024163,95.7575689290932,93.7383058992746,61.78441622614963
3,fileid_11,73.87188569300186,85.48488659929168,33.14571905444161,76.67273048673478,75.01517911476546,66.5415336651686
4,fileid_12,79.0652505896118,68.90125200957242,32.64957572179443,60.40085028143602,67.51016517857956,59.40713474960867
5,fileid_13,70.35897549966573,62.1379736169897,14.641703855553903,59.162045406823225,72.03132862983905,57.08305932665512
6,fileid_14,82.50727318608823,61.20757073066857,7.075314562728383,34.11529143669145,48.898125532969374,40.1509197789858
7,fileid_15,83.2273359385933,62.21647775635694,23.08961243279807,44.69537578948562,73.63591248145565,64.76279650201812
8,fileid_16,77.76895686643638,32.93835953156438,12.80998538442727,37.34251120406545,41.84621839384204,42.80157970735116
9,fileid_17,68.84310926731008,86.92884946672123,21.920683847864915,73.87211796170612,80.27834248391751,66.18903169779644
10,fileid_18,81.137256829936,50.48906553234698,15.617204611444041,47.729539681479984,54.78635682177061,52.06430494308145
11,fileid_19,70.16961939980165,74.37698712533458,28.256469122814277,63.39532259379052,77.98454938635011,60.33546748300457
12,fileid_2,69.46950471040267,64.1293503788247,37.80494697084184,51.273473933069305,63.48196746628702,61.834607653629234
13,fileid_20,81.07183570618011,48.74911729393107,7.415310357049748,49.87149381272741,64.7083813125885,55.8391408380385
14,fileid_21,73.98888179063776,78.60569327743822,5.727878186096012,67.4643776152097,97.46425558598638,59.939266475919695
15,fileid_22,74.99494569463401,62.87022073663447,16.33988076322777,57.51761313918693,70.07342264355177,55.767439958981825
16,fileid_23,83.12813040851638,64.04880434676959,29.876742560202352,59.21017125849383,67.68163925185324,68.39195259625176
17,fileid_24,83.37846058606907,44.536021317136026,6.257609136862978,27.923437062169548,50.025011523598494,55.06856371436699
18,fileid_25,81.6313812858511,78.66484409666175,21.310253546973403,65.19751055077143,95.95881345263227,64.81946569895604
19,fileid_26,65.21029923037672,69.95219187321683,27.859444269648115,70.58505493632207,92.8762888020198,66.55311347070221
20,fileid_27,82.41794322917289,17.144520904264724,3.7076731269188166,1.03802217336921,4.651938310812143,11.000317702629733
21,fileid_28,80.95108817478949,54.046464454483164,14.872773599840322,3.9475073499088547,8.989702025234662,1.2857241964517037
22,fileid_29,65.66639938490057,66.01889645040646,36.62945527566109,56.30796624192846,87.62858774104029,67.19905408222114
23,fileid_3,80.09929289993369,69.33909644396078,13.565965439906739,72.86975835021767,94.53474922232665,59.983345145050436
24,fileid_30,72.93633971492156,61.42522896937781,10.650432045867891,47.57649644730736,55.77605572462125,50.98191524032729
25,fileid_31,80.10330218534392,69.46484143024428,16.87018609793882,63.537364001802885,88.06163495875037,58.41224789808869
26,fileid_32,77.8081985296228,64.58818278482535,8.464426586781578,61.08092948547993,74.70798165361757,57.976733977190435
27,fileid_33,83.38434963189816,66.8874181518509,15.801122610455778,61.56042855785788,73.43237339736251,73.22082344334898
28,fileid_34,68.59346003583407,62.59588522277988,53.87935822005881,66.49139415456597,68.06117470402461,66.66399379381754
29,fileid_35,72.02251959472483,63.7132769422241,14.155852997934565,62.88392330557896,84.75625835792127,55.77239208912056
30,fileid_36,81.26742011632605,3.8511951313998183,3.171011904846461,30.91083397178467,52.67407200940391,22.034049579490713
31,fileid_37,83.47052220626146,29.77633215280916,2.220336800937201,17.963616209455395,44.62127571451408,10.978975438419248
32,fileid_38,83.5671791588198,21.38257104124689,2.4388497430703473,13.575784584827517,29.168754061864497,32.47544533690853
33,fileid_39,75.13845347495614,74.20040529548069,22.540061976151524,75.86579332545925,96.57060339058329,69.13985919096206
34,fileid_4,69.21313926479337,69.63406255757776,32.388741670866324,53.724861481124954,71.03291282237831,50.138332535535135
35,fileid_40,77.92236947754917,67.53618056427352,10.499062183187268,49.1358655330302,75.57069353003912,51.91059163359645
36,fileid_41,79.66623084898792,37.40360974086626,2.672969916157869,12.696087349256063,44.56533025701272,44.383793929811915
37,fileid_42,77.52458240663391,64.24365232820536,16.31198392463118,57.552806017634516,72.26890103100907,59.97399055066987
38,fileid_43,81.85393808111724,21.474406493969184,5.906091566991121,30.180314475552038,41.611341142254396,10.815439664633779
39,fileid_44,59.141000605780825,54.4779874031522,4.705229490535272,67.67487226098591,56.33860745560318,65.4541713003481
40,fileid_45,83.64638784368039,12.92584861452636,1.4598904976304306,18.77725585517105,20.099962549316555,1.0168056098819591
41,fileid_46,76.21263985931763,72.28177246411546,53.109423940360365,57.81966115123024,63.415504078930404,67.0962721071718
42,fileid_47,68.01849943044175,59.383529553337986,2.8703159605401574,71.56755458886484,83.69827721770929,51.429661678818704
43,fileid_48,75.91752607902261,57.82760887436061,9.450190566978415,49.08321325309931,63.93058515003345,48.9537465284136
44,fileid_49,81.47539040184083,43.53336209096422,5.600552560650675,45.10301285324472,59.104073093036604,42.59396397375643
45,fileid_5,70.53964368255863,58.44526588497795,26.263542091034914,52.57756559077501,61.306604235526464,61.602015531040855
46,fileid_6,82.97324680720341,10.553575490126253,2.6799504097409286,9.326682226682179,13.14135008455687,13.300286030939867
47,fileid_7,80.98183852525295,55.807046422053396,42.45856889905596,57.33618887624834,55.97926040755388,63.643290739810524
48,fileid_8,82.19302933026033,44.001513574366136,1.3707318186203308,11.169070324596506,43.34485406107257,29.89937155765059
49,fileid_9,83.62495605697258,10.928510178760407,3.2179633538151666,26.302283192631187,25.558148274326143,30.040544236766483
