,file_id,noisy,sgmsvs,melroformer_bigvgan,melroformer_small,melroformer_large,htdemucs
0,fileid_0,0.025033620975034025,43.41801488944237,83.43558218776084,53.236417972691996,48.179271707676705,51.23743690243905
1,fileid_1,31.351680836616673,73.54259961580935,80.62810538420825,61.017972237233856,61.338174465081494,57.25061620010513
2,fileid_10,42.64465448702384,82.15419705735384,82.14530143060705,81.26924616361148,78.89216606929536,78.4812462374213
3,fileid_11,6.187043545347526,28.40580812140814,83.77325242799841,63.97259291621267,75.07269721951822,36.1604106156367
4,fileid_12,2.2377562357074914,64.48009784855533,82.30875614545992,74.08313485811611,60.69662225391074,71.70277438813505
5,fileid_13,10.15358832257607,68.79956820622269,83.63119893134515,67.92409114014634,62.46939434662229,65.22263130946507
6,fileid_14,0.657597006909759,48.62942925017966,85.48088604865559,60.42974913193966,69.06023868770842,62.55552625344313
7,fileid_15,0.39589956148970873,70.02473266917788,82.46409418668085,74.39858341824505,71.61006999373949,67.12624645416365
8,fileid_16,3.031591311602974,74.88219195572371,83.03460170911963,64.66086616487998,65.56439460332332,71.50091991348184
9,fileid_17,12.236336193334212,58.65788790983532,82.37343186712914,65.39752528221926,66.6644063919497,58.63314570478686
10,fileid_18,1.2034464712351762,71.54223910605089,83.00343777450736,66.29280957292347,73.16858777589187,65.96665051762147
11,fileid_19,10.400910514080868,62.45704182117463,81.06522957752628,67.06237391640005,77.85204773687097,73.59852083731333
12,fileid_2,11.346924742082383,66.82174501299225,81.60741243278808,70.09300491148672,72.78621369731202,66.81495352207283
13,fileid_20,1.2320133704412075,69.93386269600337,81.97650911149259,65.09914239961027,62.02335515433008,47.792484507397596
14,fileid_21,6.074212272034426,54.75801154853283,83.29390197778311,55.07186321765335,40.12356910923799,58.876279155104804
15,fileid_22,5.1520345324209185,65.02359819898457,82.657457453376,62.93452024892802,68.71420867033353,61.25400993386645
16,fileid_23,0.43253091844238645,63.17915880489377,81.99188268017689,73.94044882321698,64.53213337990151,71.55974135518746
17,fileid_24,0.08572950406327551,68.30323384192116,83.85149664760209,63.966666761465284,74.01130924983453,58.752563236743704
18,fileid_25,0.9955466934104272,57.392024790458294,81.07412090721166,55.05361451002646,46.15014726113708,61.25737724721761
19,fileid_26,18.252148358575177,66.95591437525557,82.10461185726635,69.71700760099286,76.01070652486835,69.37247403981979
20,fileid_27,0.04504155618022664,95.91465959019202,87.17933055529078,83.4766055100565,74.11992414816581,90.76913857371468
21,fileid_28,0.023887394028265726,75.66280859525682,83.52852702515243,59.07820105358517,74.09356742156184,91.96183773232197
22,fileid_29,17.412196883874145,70.11255423635997,80.34126335561228,73.30449830868831,61.34943195662943,61.59843341397788
23,fileid_3,1.6872380306220907,65.35200124305675,82.15279522457038,62.97089260180804,48.973938190818075,65.14490745992802
24,fileid_30,7.132398398732451,67.38236514055085,82.71929335656995,63.17251203971359,70.47399455709979,54.080204301132476
25,fileid_31,1.6852400505120744,37.005665407080116,83.72691622165814,55.09869520406998,55.19188498478953,56.2349308115598
26,fileid_32,3.0057980089816176,63.18384723440482,84.20289888061194,55.470335913055436,61.58652910299861,63.288010586896746
27,fileid_33,0.3353883844378768,72.48748669905079,82.63313695986578,69.86403419027127,64.73869504765896,71.63489345718821
28,fileid_34,12.602373862150474,73.84398834809912,82.96668830601243,75.9623828310673,81.14365506676342,69.59974595944864
29,fileid_35,8.13182686593647,61.30280494948679,82.51724007680517,65.70270443429193,61.58956392877446,63.071186922944754
30,fileid_36,1.1473467122767658,80.4125997799887,85.76946714959517,41.69120975339409,45.91833381020562,42.28380744274289
