,file_id,noisy,sgmsvs,melroformer_bigvgan,melroformer_small,melroformer_large,htdemucs
0,fileid_0,-0.29780172866797466,17.7532065689229,-9.799977509940497,20.159084407234204,21.82438784453951,17.917142101740115
1,fileid_1,1.8443319125726312,5.282035725109541,-37.508898200838715,7.419519345381892,9.986164416809654,6.169146855319305
2,fileid_10,-3.063923749194173,18.61372617949173,-10.897455961211557,16.102128003088115,22.513047543821653,16.363423774913286
3,fileid_11,-2.899841930213725,0.6377241965536606,-20.497098303463098,6.110140610334064,7.823388176856381,2.1215664565037637
4,fileid_12,-1.461546229832096,14.88890151090663,-20.368443862116262,14.501487090107023,19.713048756890828,10.141361295920202
5,fileid_13,-6.10397698809764,8.014358239253447,-50.80431343472097,9.260128315644424,12.308747928065674,6.707464134957592
6,fileid_14,-4.141865805343623,1.457293785453842,-24.306669611965628,4.7926453241704605,6.394598566163801,2.1007362928720417
7,fileid_15,-8.645494294877592,2.9444088819594754,-23.909713179556988,6.505853387731774,9.964945658036395,5.679823969678777
8,fileid_16,-8.612367540341086,4.111898935484275,-25.39568279582649,6.392855676129266,7.133155219710872,6.024141674011584
9,fileid_17,4.229972714639402,19.28669074951838,-17.328970778673998,19.939699595409472,22.38097451528293,18.314721835830348
10,fileid_18,-5.4171079255176,6.8630034523059935,-20.16795824107852,8.387345625191701,8.776393615153701,7.6488895684055045
11,fileid_19,-6.386201869469451,8.435987696948139,-23.708910416181745,11.612482319674022,15.911744584276954,6.1331957846104315
12,fileid_2,-1.0346808372131127,12.75636117167236,-28.909570345450497,13.128575447978019,15.901494776588766,11.35546593658028
13,fileid_20,-3.341628604543443,8.481540692482225,-15.45016259303922,8.762149685916917,13.815885548759361,7.631239332996513
14,fileid_21,1.3483637062931626,9.39818196264291,-24.621264694156075,9.792963052461094,16.88721174354535,9.623267262462356
15,fileid_22,0.24373900410364568,5.19857120379291,-22.131846528024006,7.499366324379507,10.704791897152425,3.8941656193449554
16,fileid_23,-5.437350883031003,11.599396924629687,-15.471289271159396,12.249560312463473,5.691869113007035,9.384299144912825
17,fileid_24,-7.759362497270955,4.313905270888008,-19.790753996415013,4.194110341242599,8.249728035209499,4.284543193257333
18,fileid_25,-5.130954485944512,13.890594151612286,-15.347870396836324,13.62709880873783,19.67800271551559,12.138602371675233
19,fileid_26,4.251033164738888,14.448341547657492,-26.456869023360493,15.584084748087053,21.476116400571183,13.703527428900797
20,fileid_27,-20.484694064354137,-54.503118053284474,-12.499816484598368,0.031102745297732184,-3.2305556519945866,-56.314288023600625
21,fileid_28,-9.816487012037685,5.597027603536406,-33.32499258565538,-12.491997419961313,-11.064852657075605,-44.83960829490088
22,fileid_29,-7.470194561795802,5.817339691736247,-32.1121726000068,9.599772122862229,11.990577761576585,8.206807614482148
23,fileid_3,-4.178652469339971,8.796479543379752,-16.22292609312827,10.834149559800316,17.669493779121716,7.634255780426862
24,fileid_30,-5.329925423443172,4.297633767992527,-30.750473368817378,5.37925880517721,8.43448966241088,4.077969794586027
25,fileid_31,-0.6366597449576876,9.019926385199502,-13.67073468626784,10.641159726830093,17.890659800466835,10.863201984183009
26,fileid_32,-2.5351247775885577,4.109030867998084,-18.113828001053072,4.997453743154771,10.401210409967838,5.245379686828766
27,fileid_33,-7.44915964739349,10.467116795089858,-23.201491837601242,11.504938781362563,14.22402617268488,11.584486365486493
28,fileid_34,-2.4949620036579727,11.401329400816845,-12.533522192628864,12.107997718755733,15.857243898450971,11.169854421999778
29,fileid_35,1.2147461695207997,8.931133798260628,-38.81581019292729,8.115795029289956,12.140967880582698,5.854846101981065
30,fileid_36,-4.8232629215433995,-12.67848924368816,-27.242179479607294,-2.95043692757212,3.6226500940722577,-5.173369309024278
31,fileid_37,-10.889580483784107,-4.597927338069965,-50.441112978303465,1.2410659438798644,8.046294249590693,0.35848116596167257
32,fileid_38,-4.0518844208442815,5.34114375904645,-32.87080326533698,6.735207616229753,9.683558877094585,5.580940995025287
33,fileid_39,-6.4671628003432104,10.753601841236547,-12.324762694477743,11.878652386872009,16.066809209852117,10.773129050903393
34,fileid_4,-2.9505557910613374,10.361878729785222,-24.051706321080175,11.251355503931293,15.505354804719634,8.422659646540971
35,fileid_40,-2.719259861015594,6.55543780413661,-21.55331645395478,6.5045394217804064,9.413277544117538,5.460478697304312
36,fileid_41,-6.419298233720051,1.0493583536740907,-15.013570042280396,4.121363032100584,9.207530577738734,-0.2694537797950879
37,fileid_42,-5.493820569912176,7.630991771644186,-31.04983647526716,8.791138498488364,11.958159717410815,7.7528213131491
38,fileid_43,-4.175306322494513,11.421747973528497,-7.042340032260963,12.27402753094928,16.04401003158307,12.52693123241649
39,fileid_44,-0.27263598700863756,13.117475399449967,-50.72299005982615,22.151260249439364,20.168684474451663,12.004350734570867
40,fileid_45,-8.682044916949128,0.23375610239429778,-42.12844635687064,3.424585822035139,4.088964890233187,-46.77631945444675
41,fileid_46,-10.067617461901929,10.626972216691815,-24.354885895479402,10.522740669862742,12.203414790009429,9.045722127599545
42,fileid_47,1.121484361513119,7.466248521046079,-31.935065615634297,9.674509317300384,11.74593066683304,7.519273603003489
43,fileid_48,-6.22760434868721,2.756822534381309,-21.205373696527964,5.308556280917331,7.09577592754287,2.482010232418353
44,fileid_49,-2.307506857183274,9.883030241574929,-30.930576795017895,9.931228106149167,11.903576747776075,8.8315316085718
45,fileid_5,-1.9179936386474952,10.575831895117528,-15.996745145293653,11.219777898448076,13.33116946476939,10.156628390051324
46,fileid_6,-7.548002689040279,-1.1494295497801943,-21.99992101525661,-0.5822364501643614,4.3535035438369265,-1.611402185901469
47,fileid_7,-6.014557968513397,9.473770239797988,-25.857416814491067,10.625275493344757,13.166849495492814,9.365529874516726
48,fileid_8,-10.055897643413179,5.055278850929286,-21.959950653495536,4.913833976373477,8.544016591342046,4.020428654627885
49,fileid_9,-2.1768685633853586,1.50687563734361,-49.96192599273318,4.001257735185801,8.350638915511873,4.225618190736319
